ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Location Code,Community School Sup Name,FSC Location Code,FSC Director Name,FSC Director Title,FSC Director Phone,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent
19K659,K659,Cypress Hills Collegiate Preparatory School,331900011659,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,K420,999 JAMAICA AVENUE,BROOKLYN,NY,11208,3040940001,118000,305,37,BK99,park-cemetery-etc-Brooklyn,Amy Yager,PRINCIPAL,718-647-1672,718-647-6719,19,19,HS05,,"WATTS, KAREN",HS05,,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN"
19K660,K660,W. H. Maxwell Career and Technical Education High School,331900011660,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1913,Open,K660,145 PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,3037040001,114400,305,37,BK85,East New York (Pennsylvania Ave),JOCELYN BADETTE,PRINCIPAL,718-345-9100,718-345-5470,19,19,HS05,,"WATTS, KAREN",HS05,,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN"
19K661,K661,Vista Academy,331900010661,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K302,350 LINWOOD STREET,BROOKLYN,NY,11208,3039690001,117000,305,37,BK82,East New York,Bernard Addo,PRINCIPAL,718-647-0913,718-647-0919,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K819,THOMAS MCBRYDE JR,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,,,
19K662,K662,Liberty Avenue Middle School,331900010662,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K302,350 LINWOOD STREET,BROOKLYN,NY,11208,3039690001,117000,305,37,BK82,East New York,Kaia Nordtvedt,PRINCIPAL,718-647-1301,718-647-1307,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K819,THOMAS MCBRYDE JR,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,,,
19K663,K663,School of the Future Brooklyn,331900010663,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K174,574 DUMONT AVENUE,BROOKLYN,NY,11207,3038020015,113000,305,42,BK85,East New York (Pennsylvania Ave),ROBERT BURNSIDE,I.A. PRINCIPAL,718-345-5190,718-345-5196,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K819,THOMAS MCBRYDE JR,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,,,
19K677,K677,East New York Elementary School of Excellence,331900010677,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2009,Open,K072,605 SHEPHERD AVENUE,BROOKLYN,NY,11208,3040690001,116400,305,42,BK82,East New York,Janet Huger,PRINCIPAL,718-272-6075,718-272-6257,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K819,THOMAS MCBRYDE JR,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,,,
19K678,K678,East New York Middle School of Excellence,331900010678,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,K072,605 SHEPHERD AVENUE,BROOKLYN,NY,11208,3040690001,116400,305,42,BK82,East New York,MALIK SMALL,PRINCIPAL,718-257-4061,718-257-4738,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K819,THOMAS MCBRYDE JR,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,,,
19K683,K683,School for Classics High School,331900011683,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,K218,370 FOUNTAIN AVENUE,BROOKLYN,NY,11208,3042780001,111800,305,42,BK82,East New York,DEBORAH AFANADOR SOUKAR,PRINCIPAL,718-277-1069,718-277-1873,19,19,HS05,,"WATTS, KAREN",HS05,,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN"
19K760,K760,Highland Park Community School,331900010760,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2014,Open,K171,528 RIDGEWOOD AVENUE,BROOKLYN,NY,11208,3041340020,118400,305,37,BK83,Cypress Hills-City Line,Jamilah Seifullah,PRINCIPAL,718-235-1785,718-235-4190,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,K819,THOMAS MCBRYDE JR,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,,,
19K764,K764,The Urban Assembly School for Collaborative Healthcare,331900011764,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,K420,999 JAMAICA AVENUE,BROOKLYN,NY,11208,3040940001,118000,305,37,BK99,park-cemetery-etc-Brooklyn,Candace Hugee,PRINCIPAL,718-277-1572,718-277-6041,19,19,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
19K907,K907,M.S. 907,331900010907,DOE,General Academic,Junior High-Intermediate-Middle,"06,SE",,Jul 1 2018,Open,K190,590 SHEFFIELD AVENUE,BROOKLYN,NY,11207,3038380018,112800,305,42,BK85,East New York (Pennsylvania Ave),COURTNEY MASSENBERG,Acting Principal,,,19,19,,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,,THOMAS MCBRYDE JR,KFSN,"FITZGERALD, BERNADETTE",FSC Executive Director,718-935-3954,,,
20K030,K030,P.S./I.S. 30 Mary White Ovington,332000010030,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Sep 11 1997,Open,K331,7002 4TH AVENUE,BROOKLYN,NY,11209,3058910048,6800,310,43,BK31,Bay Ridge,Carol Heeraman,PRINCIPAL,718-491-8440,718-491-8445,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K048,K048,P.S. 048 Mapleton,332000010048,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",Jul 1 1915,Open,K048,6015 18 AVENUE,BROOKLYN,NY,11204,3055190001,24400,312,44,BK88,Borough Park,DIANE PICUCCI,PRINCIPAL,718-232-3873,718-232-3451,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K062,K062,J.H.S. 062 Ditmas,332000010062,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1957,Open,K062,700 CORTELYOU ROAD,BROOKLYN,NY,11218,3053910001,49000,312,40,BK41,Kensington-Ocean Parkway,BARRY KEVORKIAN,PRINCIPAL,718-941-5450,718-693-7433,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K069,K069,P.S. 69 Vincent D. Grippo School,332000010069,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2002,Open,K069,6302 9TH AVENUE,BROOKLYN,NY,11220,3057350032,12000,310,38,BK34,Sunset Park East,JAYNEMARIE CAPETANAKIS,PRINCIPAL,718-630-3899,718-630-3894,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K102,K102,P.S. 102 The Bayview,332000010102,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1900,Open,K102,211 72 STREET,BROOKLYN,NY,11209,3058900001,6800,310,43,BK31,Bay Ridge,Cornelia Sichenze,PRINCIPAL,718-748-7404,718-836-9265,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K104,K104,P.S./I.S. 104 The Fort Hamilton School,332000010104,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1907,Open,K104,9115 5 AVENUE,BROOKLYN,NY,11209,3060880001,16000,310,43,BK31,Bay Ridge,MARIE DIBELLA,PRINCIPAL,718-836-4630,718-836-9412,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K105,K105,P.S. 105 The Blythebourne,332000010105,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1926,Open,K105,1031 59 STREET,BROOKLYN,NY,11219,3057020001,21400,312,38,BK88,Borough Park,JOHANNA CASTRONOVO,PRINCIPAL,718-438-3230,718-853-9633,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K112,K112,P.S. 112 Lefferts Park,332000010112,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1905,Open,K112,7115 15 AVENUE,BROOKLYN,NY,11228,3061800001,19000,311,43,BK28,Bensonhurst West,LOUISE ALFANO,PRINCIPAL,718-232-0685,718-232-3609,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K127,K127,P.S. 127 Mckinley Park,332000010127,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1900,Open,K127,7805 7 AVENUE,BROOKLYN,NY,11228,3059730001,20600,310,43,BK30,Dyker Heights,Agatha Alicandro,PRINCIPAL,718-833-2323,718-836-9427,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K160,K160,P.S. 160 William T. Sampson,332000010160,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1909,Open,K160,5105 Fort Hamilton Parkway,BROOKLYN,NY,11219,3056530021,22000,312,44,BK88,Borough Park,MARGARET RUSSO,PRINCIPAL,718-438-0337,718-871-7920,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K163,K163,P.S. 163 Bath Beach,332000010163,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05",Jul 1 1909,Open,K807,109 BAY 14TH STREET,BROOKLYN,NY,11214,3063990040,18000,311,43,BK27,Bath Beach,Jessica Riccio,PRINCIPAL,718-236-9003,718-259-3042,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K164,K164,P.S. 164 Caesar Rodney,332000010164,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1910,Open,K164,4211 14 AVENUE,BROOKLYN,NY,11219,3056000001,23200,312,44,BK88,Borough Park,Erica Steinberg,PRINCIPAL,718-854-4100,718-853-9306,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K170,K170,Ralph A. Fabrizio School,332000010170,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1915,Open,K170,619 72ND STREET,BROOKLYN,NY,11209,3058990001,13400,310,43,BK31,Bay Ridge,ZHEN WU,PRINCIPAL,718-491-8400,718-491-8405,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K176,K176,P.S. 176 Ovington,332000010176,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1914,Open,K176,1225 69 STREET,BROOKLYN,NY,11219,3057740001,19600,310,43,BK30,Dyker Heights,ELIZABETH CULKIN,PRINCIPAL,718-236-7755,718-331-9188,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K179,K179,P.S. 179 Kensington,332000010179,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1915,Open,K179,202 AVENUE C,BROOKLYN,NY,11218,3053710001,48800,312,39,BK41,Kensington-Ocean Parkway,BERNEL CONNELLY THOMAS,PRINCIPAL,718-438-4010,718-871-7484,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K180,K180,The SEEALL Academy,332000010180,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1925,Open,K180,5601 16 AVENUE,BROOKLYN,NY,11204,3054920001,47000,312,44,BK88,Borough Park,GARY WILLIAMS,PRINCIPAL,718-851-8070,718-853-9308,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K185,K185,P.S. 185 Walter Kassenbrock,332000010185,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1921,Open,K185,8601 RIDGE BOULEVARD,BROOKLYN,NY,11209,3060430001,6000,310,43,BK31,Bay Ridge,Rena Goudelias,PRINCIPAL,718-745-6610,718-836-9631,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K186,K186,P.S. 186 Dr. Irving A Gladstone,332000010186,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1923,Open,K186,7601 19 AVENUE,BROOKLYN,NY,11214,3062390001,27400,311,47,BK28,Bensonhurst West,BAYAN CADOTTE,PRINCIPAL,718-236-7071,718-331-9181,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K187,K187,The Christa McAuliffe School\I.S. 187,332000010187,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Apr 12 1994,Open,K486,1171 65 STREET,BROOKLYN,NY,11219,3057450029,21200,310,38,BK30,Dyker Heights,JUSTIN BERMAN,PRINCIPAL,718-236-3394,718-236-3638,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K192,K192,P.S. 192 - The Magnet School for Math and Science Inquiry,332000010192,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1924,Open,K192,4715 18 AVENUE,BROOKLYN,NY,11204,3054450001,47600,312,44,BK88,Borough Park,LISET ISAAC,PRINCIPAL,718-633-3061,718-871-8721,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K200,K200,P.S. 200 Benson School,332000010200,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1929,Open,K200,1940 BENSON AVENUE,BROOKLYN,NY,11214,3064070008,28200,311,43,BK27,Bath Beach,JAVIER MUNIZ,PRINCIPAL,718-236-5466,718-232-3428,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K201,K201,J.H.S. 201 The Dyker Heights,332000010201,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1925,Open,K201,8010 12 AVENUE,BROOKLYN,NY,11228,3062780022,16600,310,43,BK30,Dyker Heights,Robert Ciulla,PRINCIPAL,718-833-9363,718-836-1786,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K204,K204,P.S. 204 Vince Lombardi,332000010204,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1929,Open,K204,8101 15 AVENUE,BROOKLYN,NY,11228,3062940001,18400,311,43,BK28,Bensonhurst West,Nancy Tomasuolo,PRINCIPAL,718-236-2906,718-232-9265,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K205,K205,P.S. 205 Clarion,332000010205,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1925,Open,K205,6701 20 AVENUE,BROOKLYN,NY,11204,3055710001,25600,311,47,BK28,Bensonhurst West,Feiga Mandel,I.A. PRINCIPAL,718-236-2380,718-331-7299,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K220,K220,J.H.S. 220 John J. Pershing,332000010220,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1925,Open,K220,4812 9TH AVENUE,BROOKLYN,NY,11220,3007780023,10800,312,38,BK34,Sunset Park East,SHELDON DEMPSTER,PRINCIPAL,718-633-8200,718-871-7466,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K223,K223,J.H.S. 223 The Montauk,332000010223,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1930,Open,K223,4200 16 AVENUE,BROOKLYN,NY,11204,3053620021,23000,312,44,BK88,Borough Park,ANDREW FRANK,PRINCIPAL,718-438-0155,718-871-7477,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K227,K227,J.H.S. 227 Edward B. Shallow,332000010227,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","06,07,08",Jul 1 1930,Open,K227,6500 16 AVENUE,BROOKLYN,NY,11204,3055510018,25000,311,38,BK28,Bensonhurst West,Dr. Edwin Hernandez,PRINCIPAL,718-256-8218,718-234-6204,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K229,K229,P.S. 229 Dyker,332000010229,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1932,Open,K229,1400 BENSON AVENUE,BROOKLYN,NY,11228,3063910024,17000,311,43,BK27,Bath Beach,ROBERT ZAPPULLA,PRINCIPAL,718-236-5447,718-331-8173,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K247,K247,P.S. 247 Brooklyn,332000010247,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1937,Open,K247,7000 21 AVENUE,BROOKLYN,NY,11204,3061740036,25800,311,47,BK28,Bensonhurst West,CHRISTOPHE OGNO,PRINCIPAL,718-236-4205,718-331-8563,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K259,K259,J.H.S. 259 William Mckinley,332000010259,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1939,Open,K259,7305 FT HAMILTON PARKWAY,BROOKLYN,NY,11228,3059230001,20600,310,43,BK30,Dyker Heights,JANICE GEARY,PRINCIPAL,718-833-1000,718-833-3419,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K264,K264,P.S. 264 Bay Ridge Elementary School For The Arts,332000010264,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2010,Open,K264,371 89th Street,BROOKLYN,NY,11209,3060620141,6000,310,43,BK31,Bay Ridge,Patrice Edison,PRINCIPAL,718-630-1650,718-630-1655,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K310,K310,The School For Future Leaders,332000010310,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2010,Open,K310,942 62ND STREET,BROOKLYN,NY,11219,3057290024,12000,310,38,BK34,Sunset Park East,Yuqing Hong,PRINCIPAL,718-491-7670,718-765-4635,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K445,K445,New Utrecht High School,332000011445,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1924,Open,K445,1601 80 STREET,BROOKLYN,NY,11214,3062710001,18200,311,43,BK28,Bensonhurst West,MAUREEN GOLDFARB,PRINCIPAL,718-232-2500,718-259-5526,20,20,HS06,,"PRAYOR, MICHAEL",HS06,,KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL"
20K485,K485,High School of Telecommunication Arts and Technology,332000011485,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1915,Open,K485,350 67 STREET,BROOKLYN,NY,11220,3058500030,7000,310,43,BK31,Bay Ridge,Xhenete Shepard,PRINCIPAL,718-759-3400,718-759-3490,20,20,HS07,,"CINTRON, RICHARD",HS07,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS07,H.S. Network 07 Superintendent Office,"CINTRON, RICHARD"
20K490,K490,Fort Hamilton High School,332000011490,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1941,Open,K490,8301 SHORE ROAD,BROOKLYN,NY,11209,3060130001,4600,310,43,BK31,Bay Ridge,Kaye Houlihan,PRINCIPAL,718-748-1537,718-836-3955,20,20,HS07,,"CINTRON, RICHARD",HS07,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS07,H.S. Network 07 Superintendent Office,"CINTRON, RICHARD"
20K503,K503,P.S. 503: The School of Discovery,332000010503,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Apr 27 2006,Open,K314,330 59 STREET,BROOKLYN,NY,11220,3008620012,7400,307,38,BK32,Sunset Park West,NINA DEMOS,PRINCIPAL,718-439-5962,718-439-0948,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K505,K505,Franklin Delano Roosevelt High School,332000011505,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1965,Open,K505,5800 20 AVENUE,BROOKLYN,NY,11204,3055060006,46800,312,44,BK88,Borough Park,Melanie Katz,PRINCIPAL,718-621-8800,718-232-9513,20,20,HS06,,"PRAYOR, MICHAEL",HS06,,KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL"
20K506,K506,P.S. 506: The School of Journalism & Technology,332000010506,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2006,Open,K314,330 59 STREET,BROOKLYN,NY,11220,3008620012,7400,307,38,BK32,Sunset Park West,Dana Parentini,PRINCIPAL,718-492-0087,,20,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
20K609,K609,Urban Assembly School for Criminal Justice,332000011609,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2007,Open,K223,4200 16 AVENUE,BROOKLYN,NY,11204,3053620021,23000,312,44,BK88,Borough Park,Natalie Jufer,I.A. PRINCIPAL,718-438-3893,718-438-3527,20,20,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
20K682,K682,The Academy of Talented Scholars,332000010682,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2009,Open,K237,50 AVENUE P,BROOKLYN,NY,11204,3066180001,42800,311,44,BK29,Bensonhurst East,JOSEPHIN SPORTELLA-GIUST,PRINCIPAL,718-621-2730,718-621-2735,21,20,K820,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",K820,"COSTANTINO, KARINA",KFSS,Mauriciere de Govia,FSC Executive Director,718-240-3677,,,
