School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
Q811 SPED - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5680000,CIP,Q811,61-25 MARATHON PKWY,Queens,11362,QUEENS   ,40.756778,-73.729487,11,23,152902,4173060,4083610001,Douglas Manor-Douglaston-Little Neck                                       ,"(40.756778, -73.729487)",11/13/2017
P.S. 65 - QUEENS,Q,27,FY16RESO A LIBRARY UPGRADE,497898,CIP,Q884,103-22 99TH STREET,Queens,11417,QUEENS   ,40.68259,-73.841202,10,32,4002,4438525,4091210011,Ozone Park                                                                 ,"(40.68259, -73.841202)",11/13/2017
P.S. 43 - QUEENS,Q,27,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,3290000,CIP,Q907,12 MARVIN STREET,Queens,11691,QUEENS   ,40.59359,-73.760448,14,31,99802,4531136,4158190148,Far Rockaway-Bayswater                                                     ,"(40.59359, -73.760448)",11/13/2017
P.S. 1 - STATEN ISLAND,R,31,EXTERIOR MASONRY/PARAPETS/ROOFS/WINDOWS,11891000,CIP,R001,58 SUMMIT STREET,Staten Island,10307,STATEN IS,40.509037,-74.244118,3,51,24401,5107854,5078980001,Charleston-Richmond Valley-Tottenville                                     ,"(40.509037, -74.244118)",11/13/2017
I.S. 2 - STATEN ISLAND,R,31,FY17 RESO A ROOM CONVERSIONS,399000,CIP,R002,333 MIDLAND AVENUE,Staten Island,10306,STATEN IS,40.576725,-74.100726,2,50,11202,5053571,5036960100,New Dorp-Midland Beach                                                     ,"(40.576725, -74.100726)",11/13/2017
P.S. 3 - STATEN ISLAND,R,31,FY17 RESO A ELECTRICAL SYSTEMS,170000,CIP,R003,80 SOUTH GOFF AVENUE,Staten Island,10309,STATEN IS,40.520699,-74.211264,3,51,198,5083311,5067960044,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"(40.520699, -74.211264)",11/13/2017
P.S. 4 - STATEN ISLAND,R,31,FIRE ALARM SYSTEM REPLACEMENT,787419,CIP,R004,200 NEDRA LANE,Staten Island,10312,STATEN IS,40.552975,-74.194597,3,51,17010,5079499,5060250030,Arden Heights                                                              ,"(40.552975, -74.194597)",11/13/2017
P.S. 19 - STATEN ISLAND,R,31,PARAPETS/FLOOD/AREAWAY WINDOWS/EXT MASONRY/ROOFS,4814365.81,CIP,R019,780 POST AVENUE,Staten Island,10310,STATEN IS,40.631214,-74.127101,1,49,141,5006175,5002270024,West New Brighton-New Brighton-St. George                                  ,"(40.631214, -74.127101)",11/13/2017
I.S. 24 - STATEN ISLAND,R,31,FY17 RESO A SCIENCE LAB UPGRADES,395000,CIP,R024,225 CLEVELAND AVENUE,Staten Island,10308,STATEN IS,40.545281,-74.14632,3,51,13203,5065854,5051530108,Great Kills                                                                ,"(40.545281, -74.14632)",11/13/2017
P.S. 29 - STATEN ISLAND,R,31,EXTERIOR MASONRY/ROOFS/PARAPETS,3790000,CIP,R029,1581 VICTORY BLVD,Staten Island,10314,STATEN IS,40.613604,-74.115988,1,50,147,5009028,5003310001,Westerleigh                                                                ,"(40.613604, -74.115988)",11/13/2017
P.S. @ 4302 4TH AVENUE - BROOK,K,15,New,600000,CAP,K557,4302 4TH AVENUE,Brooklyn,11232,BROOKLYN ,40.650305,-74.008602,7,38,82,3337162,3007280036,Sunset Park West                                                           ,"(40.650305, -74.008602)",01/31/2018
P.S. 30 - STATEN ISLAND,R,31,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,534941,CIP,R030,200 WARDWELL AVE,Staten Island,10314,STATEN IS,40.618439,-74.132645,1,50,201,5113069,5004230009,Westerleigh                                                                ,"(40.618439, -74.132645)",11/13/2017
P.S. 32 - STATEN ISLAND,R,31,WATER INFILTRATION/EXT MASONRY/GYM ROOF,2088000,CIP,R032,232 BARLOW AVENUE,Staten Island,10308,STATEN IS,40.558966,-74.155517,3,51,14608,5070651,5054440012,Great Kills                                                                ,"(40.558966, -74.155517)",11/13/2017
I.S. 34 - STATEN ISLAND,R,31,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,11177000,CIP,R034,528 ACADEMY AVE,Staten Island,10307,STATEN IS,40.508284,-74.243428,3,51,24401,5088090,5078940001,Charleston-Richmond Valley-Tottenville                                     ,"(40.508284, -74.243428)",11/13/2017
P.S. 35 - STATEN ISLAND,R,31,HEATING PLANT/CLIMATE CONTROL,3738000,CIP,R035,60 FOOTE AVENUE,Staten Island,10301,STATEN IS,40.613721,-74.099626,1,49,47,5015603,5006100127,Grymes Hill-Clifton-Fox Hills                                              ,"(40.613721, -74.099626)",11/13/2017
P.S. 41 - STATEN ISLAND,R,31,FY15 RESO A SECURITY CAMERAS,302869.56,CIP,R041,216 CLAWSON STREET,Staten Island,10306,STATEN IS,40.574044,-74.109282,2,50,122,5052791,5036450007,New Dorp-Midland Beach                                                     ,"(40.574044, -74.109282)",11/13/2017
P.S. 41 - STATEN ISLAND,R,31,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,1649000,CIP,R041,216 CLAWSON STREET,Staten Island,10306,STATEN IS,40.574044,-74.109282,2,50,122,5052791,5036450007,New Dorp-Midland Beach                                                     ,"(40.574044, -74.109282)",11/13/2017
CSI HS FOR INTERNATIONAL STUDI,R,31,PLAYGROUND REDEVELOPMENT,2923000,CIP,R043,100 ESSEX DRIVE,Staten Island,10314,STATEN IS,40.581315,-74.158589,2,51,27702,5149609,5024500320,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.581315, -74.158589)",11/13/2017
G MCCOWN EXPEDITIONARY LRNG SC,R,31,FY15 RESO A SECURITY CAMERAS,90380,CIP,R043,100 ESSEX DRIVE,Staten Island,10314,STATEN IS,40.581315,-74.158589,2,51,27702,5149609,5024500320,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.581315, -74.158589)",11/13/2017
P.S. 48 - STATEN ISLAND,R,31,RETAINING WALL,464786,CIP,R048,1055 TARGEE STREET,Staten Island,10304,STATEN IS,40.60223,-74.091355,2,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth                                            ,"(40.60223, -74.091355)",11/13/2017
P.S. 57 - STATEN ISLAND,R,31,C OF O,598000,CIP,R057,140 PALMA DRIVE,Staten Island,10304,STATEN IS,40.611508,-74.083177,1,49,40,5043519,5028880040,Grymes Hill-Clifton-Fox Hills                                              ,"(40.611508, -74.083177)",11/13/2017
P.S. 60 - STATEN ISLAND,R,31,FY17 RESO A AUDITORIUM UPGRADE,269000,CIP,R060,55 MERRILL AVENUE,Staten Island,10314,STATEN IS,40.610087,-74.162216,2,50,29104,5031151,5015800044,New Springville-Bloomfield-Travis                                          ,"(40.610087, -74.162216)",11/13/2017
NEW DORP HS - STATEN ISLAND,R,31,FY16 RESO A CAFETERIA/MULTIPURPOSE,1472983.08,CIP,R435,465 NEW DORP LANE,Staten Island,10306,STATEN IS,40.569393,-74.107737,2,50,11202,5055367,5039300010,New Dorp-Midland Beach                                                     ,"(40.569393, -74.107737)",11/13/2017
NEW DORP HS - STATEN ISLAND,R,31,PARTIAL ACCESSIBILITY,488000,CIP,R435,465 NEW DORP LANE,Staten Island,10306,STATEN IS,40.569393,-74.107737,2,50,11202,5055367,5039300010,New Dorp-Midland Beach                                                     ,"(40.569393, -74.107737)",11/13/2017
NEW DORP HS - STATEN ISLAND,R,31,ATHLETIC FIELDS,7825000,CIP,R436,465 NEW DORP LANE,Staten Island,10306,STATEN IS,40.569393,-74.107737,2,50,11202,5055367,5039300010,New Dorp-Midland Beach                                                     ,"(40.569393, -74.107737)",11/13/2017
CURTIS HS - STATEN ISLAND,R,31,BRIDGE & REPAIR WK/PARAPETS/WASTE SYS/WINDOWS/ROOF,12443000,CIP,R450,105 HAMILTON AVENUE,Staten Island,10301,STATEN IS,40.644735,-74.081222,1,49,7,5106483,5000220001,West New Brighton-New Brighton-St. George                                  ,"(40.644735, -74.081222)",11/13/2017
TOTTENVILLE HS - STATEN ISLAND,R,31,FY 16 RESO A WIRING UPGRADE,1335000,CIP,R455,100 LUTEN AVENUE,Staten Island,10312,STATEN IS,40.528092,-74.192032,3,51,198,5082634,5066130001,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"(40.528092, -74.192032)",11/13/2017
SUSAN E. WAGNER HS - STATEN IS,R,31,EXT DOORS/EXT MASONRY/WINDOWS/PARAPETS/ROOFS,28898919,CIP,R460,1200 MANOR ROAD,Staten Island,10314,STATEN IS,40.596803,-74.124227,2,50,181,5146639,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.596803, -74.124227)",11/13/2017
SUSAN E. WAGNER HS - STATEN IS,R,31,STH SBHC,1999000,CIP,R460,1200 MANOR ROAD,Staten Island,10314,STATEN IS,40.596803,-74.124227,2,50,181,5146639,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.596803, -74.124227)",11/13/2017
R025 SPED - STATEN ISLAND,R,31,FY16 RESO A ROOM CONVERSIONS / PART,243830,CIP,R825,6581 HYLAN BLVD,Staten Island,10309,STATEN IS,40.508809,-74.222403,3,51,198,5123970,5076640001,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"(40.508809, -74.222403)",11/13/2017
P.S. 3 - STATEN ISLAND,R,31,ELECTRICAL SERVICE UPGRADE,697180,CIP,R826,6581 HYLAN BLVD,Staten Island,10309,STATEN IS,40.508809,-74.222403,3,51,198,5123970,5076640001,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"(40.508809, -74.222403)",11/13/2017
P.S. 74 - STATEN ISLAND,R,31,FY15 RESO A PLAYGROUND REDEVELOPMENT,558000,CIP,R831,211 DANIEL LOW TERRACE,Staten Island,10301,STATEN IS,40.639087,-74.079922,1,49,11,5000290,5000180006,West New Brighton-New Brighton-St. George                                  ,"(40.639087, -74.079922)",11/13/2017
P.S. 80 - STATEN ISLAND,R,31,GAS SERVICE,220108,CIP,R880,715 OCEAN TERRACE,Staten Island,10301,STATEN IS,40.608517,-74.102078,2,50,177,5113169,5006830001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.608517, -74.102078)",11/13/2017
BRONX CNTR FOR SCIENCE & MATH,X,9,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,5747000,CIP,X002,1365 FULTON AVENUE,Bronx,10456,BRONX    ,40.833696,-73.902477,3,16,14701,2009617,2029250056,Claremont-Bathgate                                                         ,"(40.833696, -73.902477)",11/13/2017
P.S. 3 - BRONX,X,10,DTERIORATED COPING STONES/PAVED AREA CONCRETE/ROOF,3292540,CIP,X003,2100 LAFONTAINE AVE,Bronx,10457,BRONX    ,40.849897,-73.892289,6,15,37504,2099356,2030620043,East Tremont                                                               ,"(40.849897, -73.892289)",11/13/2017
P.S. 3 - BRONX,X,10,HVAC CONTROLS/VENTILATION,5388000,CIP,X003,2100 LAFONTAINE AVE,Bronx,10457,BRONX    ,40.849897,-73.892289,6,15,37504,2099356,2030620043,East Tremont                                                               ,"(40.849897, -73.892289)",11/13/2017
P.S. 8 - BRONX,X,10,FY16 RESO A AUDITORIUM UPGRADE,192000,CIP,X008,3010 BRIGGS AVENUE,Bronx,10458,BRONX    ,40.872612,-73.883574,7,11,415,2094734,2032990060,Bedford Park-Fordham North                                                 ,"(40.872612, -73.883574)",11/13/2017
P.S. 9 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6542000,CIP,X009,230 EAST 183 STREET,Bronx,10458,BRONX    ,40.857067,-73.898936,5,15,38301,2013561,2031500010,Fordham South                                                              ,"(40.857067, -73.898936)",11/13/2017
P.S. 11 - BRONX,X,9,DEFECTIVE RETAINING WALL & PAVEMENTS,2500000,CIP,X011,1257 OGDEN AVENUE,Bronx,10452,BRONX    ,40.839378,-73.925714,4,16,201,2003519,2025290081,Highbridge                                                                 ,"(40.839378, -73.925714)",11/13/2017
P.S.15 - BRONX,X,10,WATER PENETRATION,967000,CIP,X015,2195 ANDREWS AVENUE,Bronx,10453,BRONX    ,40.85881,-73.909746,7,14,255,2096013,2032240009,Kingsbridge Heights                                                        ,"(40.85881, -73.909746)",11/13/2017
P.S. 23 - BRONX,X,10,FY17 RESOA PLAYGROUND REDEVELOPMENT,297500,CIP,X023,2151 WASHINGTON AVENUE,Bronx,10457,BRONX    ,40.85294,-73.894742,6,15,395,2090472,2030370079,Claremont-Bathgate                                                         ,"(40.85294, -73.894742)",11/13/2017
P.S. 25 - BRONX,X,7,EXTERIOR MASONRY/PARAPETS/ROOFS/WINDOWS,11840000,CIP,X025,811 EAST 149 STREET,Bronx,10455,BRONX    ,40.812619,-73.906063,1,8,79,2004772,2026640001,Melrose South-Mott Haven North                                             ,"(40.812619, -73.906063)",11/13/2017
P.S. 32 - BRONX,X,10,EXTERIOR MASONRY/WINDOWS/PARAPETS,6239400,CIP,X032,690 EAST 183 STREET,Bronx,10458,BRONX    ,40.852103,-73.885935,6,15,391,2012409,2030850001,Belmont                                                                    ,"(40.852103, -73.885935)",11/13/2017
P.S. 33 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,4829000,CIP,X033,2424 JEROME AVENUE,Bronx,10468,BRONX    ,40.86185,-73.90176,5,14,239,2014099,2031880020,Fordham South                                                              ,"(40.86185, -73.90176)",11/13/2017
P.S. 36 - BRONX,X,8,EXT MASONRY/ROOFS/PARAPETS/WINDOWS/EXT DOORS/FLOOD,12843000,CIP,X036,1070 CASTLE HILL AVENUE,Bronx,10472,BRONX    ,40.829344,-73.850428,9,18,78,2026706,2038170001,Westchester-Unionport                                                      ,"(40.829344, -73.850428)",11/13/2017
P.S. 36 - BRONX,X,8,FULL PROGRAM ACCESSIBILITY,6900000,CIP,X036,1070 CASTLE HILL AVENUE,Bronx,10472,BRONX    ,40.829344,-73.850428,9,18,78,2026706,2038170001,Westchester-Unionport                                                      ,"(40.829344, -73.850428)",11/13/2017
P.S. 41 - BRONX,X,11,PLANYC BOILER CONVERSION/CLIMATE CONTROL,5484000,CIP,X041,3352 OLINVILLE AVENUE,Bronx,10467,BRONX    ,40.874313,-73.868157,12,12,374,2056898,2046240015,Williamsbridge-Olinville                                                   ,"(40.874313, -73.868157)",11/13/2017
P.S. 44 - BRONX,X,12,EXTERIOR MASONRY/PARAPETS/ROOFS,9115000,CIP,X044,1825 PROSPECT AVENUE,Bronx,10457,BRONX    ,40.842084,-73.891116,6,17,36902,2009957,2029490064,East Tremont                                                               ,"(40.842084, -73.891116)",11/13/2017
P.S. 48 - BRONX,X,8,FULL PROGRAM ACCESSIBILITY,9100000,CIP,X048,1290 SPOFFORD AVENUE,Bronx,10474,BRONX    ,40.814425,-73.886953,2,17,93,2006680,2027660001,Hunts Point                                                                ,"(40.814425, -73.886953)",11/13/2017
P.S. 50 - BRONX,X,12,SWITCH GEAR REPLACEMENT,1560000,CIP,X050,1550 VYSE AVENUE,Bronx,10460,BRONX    ,40.834157,-73.887512,3,17,157,2010786,2029960010,Crotona Park East                                                          ,"(40.834157, -73.887512)",11/13/2017
P.S. 55 - BRONX,X,9,MASONRY/WINDOWS/ROOFS/PARAPETS,15821492,CIP,X055,450 ST PAULS PLACE,Bronx,10456,BRONX    ,40.836404,-73.905014,3,16,14702,2009463,2029020001,Claremont-Bathgate                                                         ,"(40.836404, -73.905014)",11/13/2017
P.S. 62 - BRONX,X,8,EXT MASONRY/PARAPETS,8142000,CIP,X062,660 FOX STREET,Bronx,10455,BRONX    ,40.814031,-73.900609,2,8,83,2005089,2026830065,Longwood                                                                   ,"(40.814031, -73.900609)",11/13/2017
P.S. 66 - BRONX,X,12,RENEWAL SCHOOL BASED HEALTH CENTER,1794786,CIP,X066,1001 JENNINGS STREET,Bronx,10460,BRONX    ,40.831165,-73.887094,3,17,157,2010916,2030080001,Crotona Park East                                                          ,"(40.831165, -73.887094)",11/13/2017
P.S. 68 - BRONX,X,11,WATER INFILTRATION/EXT MASONRY/PAVED AREA-BLACKTOP,2227000,CIP,X068,4011 MONTICELLO AVENUE,Bronx,10466,BRONX    ,40.891732,-73.838471,12,12,426,2067852,2049860081,Woodlawn-Wakefield                                                         ,"(40.891732, -73.838471)",11/13/2017
P.S. 70 - BRONX,X,9,EXT MASONRY/ROOFS/PARAPETS,6431300,CIP,X070,1691 WEEKS AVENUE,Bronx,10457,BRONX    ,40.844253,-73.907616,4,15,22902,2007387,2027930028,Mount Hope                                                                 ,"(40.844253, -73.907616)",11/13/2017
I.S. 424 - BRONX,X,8,DEFECTIVE RETAINING WALL,399000,CIP,X074,730 BRYANT AVENUE,Bronx,10474,BRONX    ,40.815477,-73.88577,2,17,117,2006566,2027630279,Hunts Point                                                                ,"(40.815477, -73.88577)",11/13/2017
P.S. 196 - BRONX,X,12,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOFS,8481000,CIP,X077,1250 WARD AVENUE,Bronx,10472,BRONX    ,40.830691,-73.877743,9,18,54,2088553,2037750025,West Farms-Bronx River                                                     ,"(40.830691, -73.877743)",11/13/2017
P.S. 81 - BRONX,X,10,WINDOW/ROOFS/EXT MASONRY/FLOOD,3147559,CIP,X081,5550 RIVERDALE AVENUE,Bronx,10471,BRONX    ,40.903553,-73.905229,8,11,337,2084806,2058501550,North Riverdale-Fieldston-Riverdale                                        ,"(40.903553, -73.905229)",11/13/2017
I.S. 232 - BRONX,X,9,OIL VAULT & STAIRWAY/PIPING/TOILETS/FLOOD,8819000,CIP,X082,1700 MACOMBS ROAD,Bronx,10453,BRONX    ,40.849623,-73.91607,5,14,21502,2008460,2028660070,University Heights-Morris Heights                                          ,"(40.849623, -73.91607)",11/13/2017
X811 SPED - BRONX,X,12,PROBES-REPAIRS/PARAPETS/ ROOFS/WINDOWS,6474000,CIP,X084,1434 LONGFELLOW AVENUE,Bronx,10459,BRONX    ,40.830589,-73.887587,3,17,123,2010910,2030070008,Crotona Park East                                                          ,"(40.830589, -73.887587)",11/13/2017
P.S. 85 - BRONX,X,10,EXT MASONRY/PARAPETS/ROOFS/SECURITY LIGHTING/FLOOD,9489919,CIP,X085,2400 MARION AVENUE,Bronx,10458,BRONX    ,40.8591,-73.894946,5,15,38302,2011054,2030240021,Fordham South                                                              ,"(40.8591, -73.894946)",11/13/2017
THE FAMILY SCHOOL - BRONX,X,9,EXTERIOR MASONRY/ROOFS,4391000,CIP,X090,1116 SHERIDAN AVENUE,Bronx,10456,BRONX    ,40.831992,-73.91796,4,16,18102,2002745,2024560100,East Concourse-Concourse Village                                           ,"(40.831992, -73.91796)",11/13/2017
P.S. 95 - BRONX,X,10,DEFECTIVE MASONRY/PARAPETS,7609000,CIP,X095,3961 HILLMAN AVENUE,Bronx,10463,BRONX    ,40.882898,-73.891256,8,11,281,2015472,2032520182,Van Cortlandt Village                                                      ,"(40.882898, -73.891256)",11/13/2017
I.S. 98 - BRONX,X,12,STH SBHC,2177000,CIP,X098,1619 BOSTON RD,Bronx,10460,BRONX    ,40.8359,-73.890458,3,17,155,2009867,2029390093,Crotona Park East                                                          ,"(40.8359, -73.890458)",11/13/2017
ARCHER ELEMENTARY SCHOOL - BRO,X,12,FLOOD ELIMINATION/ROOFS,4100000,CIP,X102,1827 ARCHER STREET,Bronx,10460,BRONX    ,40.837631,-73.866036,9,18,21601,2028640,2039210030,West Farms-Bronx River                                                     ,"(40.837631, -73.866036)",11/13/2017
P.S. 199 - BRONX,X,9,5TH SBHC,2247300,CIP,X104,1449 SHAKESPEARE AVENUE,Bronx,10452,BRONX    ,40.842943,-73.920563,4,16,21302,2088263,2028730027,Highbridge                                                                 ,"(40.842943, -73.920563)",11/13/2017
P.S. 105 - BRONX,X,11,WATER INFILTRATION/PARAPETS,4228000,CIP,X105,725 BRADY AVENUE,Bronx,10462,BRONX    ,40.852398,-73.866617,11,13,22404,2048794,2042880001,Pelham Parkway                                                             ,"(40.852398, -73.866617)",11/13/2017
P.S. 109 - BRONX,X,9,WATER PENETRATION/ROOF/ PARAPET/MASONRY,3968466,CIP,X109,1771 POPHAM AVENUE,Bronx,10453,BRONX    ,40.851414,-73.918533,5,14,20502,2094549,2028770393,University Heights-Morris Heights                                          ,"(40.851414, -73.918533)",11/13/2017
P.S. 111 - BRONX,X,11,FY16 RESO A AUDITORIUM UPGRADE,729000,CIP,X111,3740 BAYCHESTER AVENUE,Bronx,10466,BRONX    ,40.884343,-73.840254,12,12,484,2065992,2049160001,Eastchester-Edenwald-Baychester                                            ,"(40.884343, -73.840254)",11/13/2017
P.S. 112 - BRONX,X,11,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5722000,CIP,X112,1925 SCHIEFFELIN AVENUE,Bronx,10466,BRONX    ,40.885008,-73.843193,12,12,458,2065991,2049050500,Eastchester-Edenwald-Baychester                                            ,"(40.885008, -73.843193)",11/13/2017
M.S./H.S. 272 - BRONX,X,11,FY16 RESO A GYMNASIUM UPGRADE,148500,CIP,X113,3710 BARNES AVENUE,Bronx,10467,BRONX    ,40.880873,-73.860904,12,12,390,2058396,2046750020,Williamsbridge-Olinville                                                   ,"(40.880873, -73.860904)",11/13/2017
I.S. 459 - BRONX,X,10,REPAIR STEPS & VPS/ROOFS/PARTIAL ACCESSIBILITY,1775000,CIP,X115,120 EAST 184 STREET,Bronx,10468,BRONX    ,40.859752,-73.900161,5,14,23703,2013899,2031720046,Fordham South                                                              ,"(40.859752, -73.900161)",11/13/2017
I.S. 123 - BRONX,X,8,RENEWAL SCHOOL BASED HEALTH CENTER,1950000,CIP,X123,1025 MORRISON AVENUE,Bronx,10472,BRONX    ,40.825403,-73.873666,9,18,48,2087014,2037180001,Soundview-Bruckner                                                         ,"(40.825403, -73.873666)",11/13/2017
I.S. 125 - BRONX,X,8,LIGHTING REPLACEMENT (DCAS),1300019,CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472,BRONX    ,40.829232,-73.856734,9,18,4001,2025717,2037900040,Soundview-Bruckner                                                         ,"(40.829232, -73.856734)",11/13/2017
I.S. 322 - BRONX,X,11,CEILING TILE REPLACEMENT,2787000,CIP,X135,2441 WALLACE AVENUE,Bronx,10467,BRONX    ,40.862109,-73.864577,11,13,330,2051313,2044320001,Bronxdale                                                                  ,"(40.862109, -73.864577)",11/13/2017
I.S. 244 - BRONX,X,10,PLANYC BOILER/PLANYC CLIMATE CTRL,6969000,CIP,X143,120 WEST 231 STREET,Bronx,10463,BRONX    ,40.875911,-73.901099,8,14,273,2015547,2032530141,Van Cortlandt Village                                                      ,"(40.875911, -73.901099)",11/13/2017
I.S. 144 - BRONX,X,11,PLANYC BOILER CONVERSION/CLIMATE CONTROL,5423000,CIP,X144,2545 GUNTHER AVENUE,Bronx,10469,BRONX    ,40.863735,-73.83607,11,13,310,2053518,2044930001,Allerton-Pelham Gardens                                                    ,"(40.863735, -73.83607)",11/13/2017
I.S. 339 - BRONX,X,9,RENEWAL SCHOOL BASED HEALTH CENTER,1920000,CIP,X147,1600 WEBSTER AVENUE,Bronx,10457,BRONX    ,40.840878,-73.904754,3,16,167,2009400,2028970005,Claremont-Bathgate                                                         ,"(40.840878, -73.904754)",11/13/2017
I.S. 151 - BRONX,X,7,STH SBHC,2137000,CIP,X151,250 EAST 156 STREET,Bronx,10451,BRONX    ,40.82316,-73.921631,4,17,61,2002458,2024430190,East Concourse-Concourse Village                                           ,"(40.82316, -73.921631)",11/13/2017
P.S. 152 - BRONX,X,8,WINDOWS,3777000,CIP,X152,1007 EVERGREEN AVENUE,Bronx,10472,BRONX    ,40.824054,-73.880039,9,17,52,2023336,2037110001,Soundview-Bruckner                                                         ,"(40.824054, -73.880039)",11/13/2017
P.S. 160 - BRONX,X,11,FY17 RESO A GYMNASIUM UPGRADE,299000,CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,10475,BRONX    ,40.864676,-73.824303,10,12,302,2072352,2051350200,Co-op City                                                                 ,"(40.864676, -73.824303)",11/13/2017
P.S. 160 - BRONX,X,11,FY17 RESO A PLAYGROUND REDEVELOPMENT,1575000,CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,10475,BRONX    ,40.864676,-73.824303,10,12,302,2072352,2051350200,Co-op City                                                                 ,"(40.864676, -73.824303)",11/13/2017
P.S. 236 - BRONX,X,9,FALLING COPING STONES/EXT MASONRY,2589000,CIP,X173,1871 WALTON AVENUE,Bronx,10453,BRONX    ,40.848899,-73.909528,5,14,23301,2098479,2028510021,Mount Hope                                                                 ,"(40.848899, -73.909528)",11/13/2017
I.S. 296 - BRONX,X,7,FY15 RESO A LIBRARY UPGRADE,749000,CIP,X184,778 FOREST AVENUE,Bronx,10456,BRONX    ,40.818874,-73.905927,1,17,77,2004690,2026550030,Melrose South-Mott Haven North                                             ,"(40.818874, -73.905927)",11/13/2017
P.S. 212 - BRONX,X,12,RENEWAL SBHC,1915000,CIP,X198,1180 TINTON AVENUE,Bronx,10456,BRONX    ,40.828419,-73.900721,3,17,135,2004869,2026720001,Morrisania-Melrose                                                         ,"(40.828419, -73.900721)",11/13/2017
P.S. 230 - BRONX,X,9,SEWAGE LEAK/FIRE SYS SPRINKLER/CRACKED CONCRETE/FA,14230000,CIP,X229,275 HARLEM RIVER PARK BRIDGE,Bronx,10453,BRONX    ,40.852536,-73.921467,5,16,53,2009253,2028820130,University Heights-Morris Heights                                          ,"(40.852536, -73.921467)",11/13/2017
I.S. 254 - BRONX,X,10,FACADE/ROOFS,3600000,CIP,X254,2452 WASHINGTON AVENUE,Bronx,10458,BRONX    ,40.858815,-73.890232,6,15,387,2103863,2030580003,Belmont                                                                    ,"(40.858815, -73.890232)",11/13/2017
M.S./H.S. 368 - BRONX,X,10,PAVED AREAS CONCRETE,267225,CIP,X368,2975 TIBBETT AVENUE,Bronx,10463,BRONX    ,40.879368,-73.909896,8,11,29302,2112838,2057160725,Spuyten Duyvil-Kingsbridge                                                 ,"(40.879368, -73.909896)",11/13/2017
BRONX INTERNATIONAL - BRONX,X,9,TERRA COTTA REPL/FLOOD/ROOFS/WINDOW/INTERIOR SPACE,37337000,CIP,X400,1110 BOSTON RD,Bronx,10456,BRONX    ,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         ,"(40.827642, -73.904473)",11/13/2017
HERBERT H. LEHMAN HS - X,X,8,SANDY ELEC/HEAT/FLOOD/CLIM/SINK HOLES/PLUMBING,29723000,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,BRONX    ,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   ,"(40.840702, -73.838545)",11/13/2017
MONROE ACAD FOR VISUAL ARTS -,X,12,BOILER/CLIMATE CONTROL/WATER INFILTRATION,8511800,CIP,X420,1300 BOYNTON AVENUE,Bronx,10472,BRONX    ,40.831601,-73.878912,9,18,56,2027459,2038640001,West Farms-Bronx River                                                     ,"(40.831601, -73.878912)",11/13/2017
M.S./H.S. 342 - BRONX,X,10,BOILER FOR SWIMMING,2152000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,BRONX    ,40.870293,-73.898309,7,11,409,2015241,2032470070,Van Cortlandt Village                                                      ,"(40.870293, -73.898309)",11/13/2017
FORDHAM HS FOR THE ARTS - BRON,X,10,FY16 RESO A LIBRARY UPGRADE,1760601,CIP,X435,500 EAST FORDHAM ROAD,Bronx,10458,BRONX    ,40.860043,-73.888267,6,15,387,2011810,2030590001,Belmont                                                                    ,"(40.860043, -73.888267)",11/13/2017
